업체명,지역,업종,주소,전화번호,썸네일
새소리물소리,성남시,차,경기 성남시 수정구 오야남로38번길 10,0507-1340-7541,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150815_202%2F1439613041780roQXt_PNG%2FSUBMIT_1439612958897_11462618.png
백경한우 판교본점,성남시,"육류,고기요리",경기 성남시 수정구 창업로 42 경기기업성장센터 지하1층 B117호,0507-1310-0533,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_6%2F1648084984039ECeX3_JPEG%2FIMG_7809.jpg
삼육가 야탑직영점,성남시,"육류,고기요리",경기 성남시 분당구 성남대로926번길 20,0507-1404-3637,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190531_49%2F15592770139727tUNK_PNG%2FScreen_Shot_2019-04-23_at_8.54.18_AM.png
소이빙수,성남시,"카페,디저트",경기 성남시 분당구 느티로51번길 4-6 1층,031-726-0075,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240619_166%2F1718732437429QLnlq_JPEG%2F1000014476.jpg
도원참치 판교본점,성남시,생선회,경기 성남시 분당구 판교역로192번길 14-2 골드타워 2층 도원참치,031-8016-4588,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240111_244%2F1704969686672RxI0F_PNG%2F111111.png
부산의밤,성남시,한식,경기 성남시 중원구 제일로63번길 27 1층,0507-1355-6258,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231026_157%2F1698291917756eBRN4_JPEG%2FIMG_0316.jpeg
땡큐한,성남시,"카페,디저트",경기 성남시 분당구 황새울로12번길 1-3 1층,0507-1422-0058,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240608_80%2F1717851189196WI6Rb_JPEG%2FIMG_5880.jpeg
콘비노,성남시,양식,경기 성남시 분당구 돌마로522번길 10-1 1층,0507-1333-9166,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240507_242%2F1715068885069kYOtC_JPEG%2FKakaoTalk_20240507_163703915_01.jpg
토나리스시,성남시,"초밥,롤",경기 성남시 분당구 정자일로 55 분당두산위브아파트 106동 103호,031-711-2627,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220713_213%2F1657718217095qv7Fz_JPEG%2FKakaoTalk_20220713_221133544_16.jpg
페삭,성남시,양식,경기 성남시 분당구 황새울로214번길 8 MS프라자 3 층 ( 마세라티 분당 전시장 건물 ),031-718-7852,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240525_279%2F1716565866146XDsQo_JPEG%2F1000003537.jpg
데일리오아시스 분당야탑점,성남시,"카페,디저트",경기 성남시 분당구 야탑로 103 1층 109호,0507-1313-5616,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240407_58%2F1712458420202XcDCj_JPEG%2FIMG_6681.jpeg
대왕코다리실록 서현본점,성남시,한식,경기 성남시 분당구 서현로257번길 8 1층 대왕코다리실록 서현본점,031-781-6114,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240513_51%2F1715579190646apY6s_JPEG%2FUh0dDhmYEA_03.jpg
마초야 수내점,성남시,"우동,소바","경기 성남시 분당구 백현로101번길 13 월드프라자 107, 108호",031-717-3366,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190305_298%2F15517852938851XIG9_JPEG%2FZW6A5oQFjIwVtpieUGr_rE9K.jpg
램가 본점,성남시,양갈비,경기 성남시 분당구 판교공원로1길 63,0507-1377-5043,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240621_277%2F1718938180020sArYs_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg
성일면옥 본점,성남시,냉면,경기 성남시 분당구 동판교로52번길 10 1층,0507-1377-1129,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_18%2F1658160870019eDQPl_JPEG%2F1658047916667-5.jpg
도툼횟집 남위례점,성남시,생선회,경기 성남시 수정구 위례광장로 21 1층 106호,0507-1361-5307,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230804_141%2F1691124051806RPT8l_PNG%2F%25B8%25F0%25B5%25D2%25C8%25B8_%25BC%25D2.png
리얼스페인 판교점,성남시,스페인음식,경기 성남시 분당구 판교역로10번길 12-5 리얼스페인,0507-1303-3614,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180420_139%2F15242005147314tBUw_JPEG%2FKakaoTalk_20180420_135952240.jpg
레니엡,성남시,양식,경기 성남시 분당구 정자일로 121 더샾스타파크 상가1층 B-15/B-16,0507-1405-5791,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231214_90%2F17025578996383eaki_JPEG%2Ftemp_file.jpg
황제삼계탕,성남시,"백숙,삼계탕",경기 성남시 수정구 탄천로339번길 8,031-723-5949,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_12%2F1441017080520fCbCR_JPEG%2FSUBMIT_1436417763565_12755711.jpg
서정가야밀면,성남시,국수,경기 성남시 수정구 복정로42번길 2,031-721-8088,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231109_185%2F1699493867285YVzlp_JPEG%2F1000000584.jpg
홀썸치킨 판교점,성남시,"치킨,닭강정",경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크 1층 113호,031-8016-6400,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240429_267%2F1714359703712dBEhk_JPEG%2F%25C6%25BC%25BF%25C0%25B4%25F5_%25C1%25A1%25BD%25C9%25C6%25AF%25BC%25B1_%25B9%25E8%25B3%25CA.jpg
경희보궁,성남시,한식,경기 성남시 분당구 새마을로 6 1층 경희보궁,031-706-6669,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210315_266%2F16157953505378zTT4_JPEG%2FtlaTeRGaNvNcdJgaMfp4ru76.JPG.jpg
도나스데이 본점,수원시,도넛,경기 수원시 권선구 서수원로 174-2 도나스데이 본점,0507-1417-1019,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_228%2F1682770265822AuOuB_JPEG%2FIMG_3317.jpeg
코우도 광교앨리웨이호수공원점,수원시,일식당,경기 수원시 영통구 광교호수공원로 80 앨리웨이 비동 3층 코우도,0507-1333-6451,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240528_34%2F1716890058625LeSE8_JPEG%2FjhYSe35zEh_03.jpg
구들짱황소곱창 영통점,수원시,"곱창,막창,양",경기 수원시 영통구 영통로218번길 6,0507-1320-9523,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240214_2%2F1707922020406u7sqH_PNG%2FIMG_4647.png
백세짬뽕 수원본점,수원시,중식당,경기 수원시 장안구 경수대로 1196-3 백세짬뽕,0507-1491-7888,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240423_199%2F1713844318663Cg4F4_JPEG%2F%25BC%25F6%25BF%25F8_%25B8%25C0%25C1%25FD_%25281%2529.JPG
고베규카츠 수원인계점,수원시,돈가스,경기 수원시 팔달구 인계로166번길 51,0507-1359-4620,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230224_3%2F1677213698584v64Rp_JPEG%2F331722501_1304107113510612_7153668192513767343_n.jpg
츠요이,수원시,"초밥,롤",경기 수원시 팔달구 정조로801번길 27 츠요이,0507-1310-6898,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230816_190%2F1692196471029WnxJh_JPEG%2F20230716EFBCBF195105.jpg
백세삼계탕 수원고색점,수원시,"백숙,삼계탕",경기 수원시 권선구 서부로 1533 1~2층,0507-1385-5889,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240527_165%2F1716804094052d446C_JPEG%2Fb_%25BC%25F6%25BF%25F8%25B8%25C0%25C1%25FD_%25285%2529.jpg
터닝테이블 본점,수원시,햄버거,경기 수원시 영통구 청명남로 39 1층 105호,0507-1429-9920,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240223_296%2F1708681190450BJ83W_JPEG%2FKakaoTalk_20240223_183325806_19.jpg
3월3일 영통 직영점,수원시,돼지고기구이,경기 수원시 영통구 청명로 28 두성스포렉스 1층,0507-1448-3394,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231023_264%2F1698043154353lwD64_JPEG%2Fd541e2a2-716e-11ee-bd18-a0369ffab468_03.jpg
투섹션 광교본점,수원시,이탈리아음식,경기 수원시 영통구 법조로 25 Sk View Lake 근린생활 1층 121호~123호,0507-1353-9247,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201215_26%2F1608032972238G4Bki_JPEG%2FN5BTfB9I7g4fZTm5n8h3ZkGs.jpeg.jpg
10593베이글커피하우스 행궁점,수원시,베이커리,경기 수원시 팔달구 화서문로31번길 14-3 1층,0507-1405-5744,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240422_35%2F1713767648219SbxMg_JPEG%2FIMG_3509.jpg
징기스 영통점,수원시,양갈비,경기 수원시 영통구 청명남로12번길 16 1층 징기스 영통점,0507-1404-9398,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240603_253%2F1717402624470cwHAB_JPEG%2F%25B4%25EB%25C7%25A52.jpg
야키토리잔잔 인계본점,수원시,이자카야,"경기 수원시 팔달구 인계로138번길 35 1,2층",0507-1313-0877,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240610_167%2F1718009924235w5E4Q_JPEG%2FyaPXqq5BwH_03.jpg
그레이트 히말라야,수원시,인도음식,"경기 수원시 팔달구 매산로 7-1 ,3층",031-243-1187,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170306_171%2F1488803834662kv02k_PNG%2F186256616731520_0.png
참다랑어막주는집 참치정육점 화서점,수원시,생선회,경기 수원시 팔달구 동말로 72 화서상가 나동 1층 34호,0507-1375-3779,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240203_129%2F1706901851585046CA_JPEG%2Fa3b2da47-c200-11ee-bf88-a0369ffb329c_03.jpg
태화장 본점,수원시,국밥,경기 수원시 팔달구 아주로13번길 22,031-213-6998,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200705_277%2F1593942988775TTTGG_JPEG%2FBkBSgdrZVFBnahubzCer03A6.jpg
아장아장 아빠가만든전복장,수원시,전복요리,경기 수원시 영통구 권선로882번길 107-66 1층,0507-1312-1154,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230917_92%2F16949596831525YgYd_JPEG%2FEAFEFA4D-4DF9-4A42-8928-F5FAEE293B34.jpeg
호르몬치치 수원인계본점,수원시,"육류,고기요리",경기 수원시 팔달구 권광로187번길 24 1층,0507-1481-3036,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240508_46%2F1715147451072SGFNt_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2024-05-08_%25BF%25C0%25C8%25C4_2.41.27.png
몽테드,수원시,"카페,디저트",경기 수원시 팔달구 화서문로48번길 14 1층,0507-1338-9576,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240223_206%2F1708662969719cQ0Br_PNG%2F%25BF%25F8%25C7%25FC%25BD%25BA%25C6%25BC%25C4%25BF-005.png
세상의모든아침 광교점,수원시,이탈리아음식,경기 수원시 영통구 광교호수공원로 80 앨리웨이 어라운드라이프 3층,0507-1477-9870,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190617_100%2F1560751055369U9BKV_JPEG%2FIogLUfatoigMyPSOlfBT67_M.jpg
살살녹소 서수원점,수원시,"육류,고기요리",경기 수원시 권선구 금호로 146,010-7640-2756,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_224%2F1576829305085IENvA_JPEG%2Fr3Md-GXPqCCOh3KBC2BxjBRd.jpg
모찌고,수원시,"카페,디저트",경기 수원시 팔달구 정조로 873 1층,0507-1321-7216,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240524_139%2F17165372709851yKGo_JPEG%2FKakaoTalk_20240524_142731540.jpg
중평떡볶이 본점,수원시,떡볶이,경기 수원시 팔달구 효원로265번길 44 1층 중평떡볶이,0507-1456-8907,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190916_195%2F1568641084884Tz3pF_JPEG%2FUMOV6gsDwNpEsiByxtnOW0OW.jpeg.jpg
명성돼지갈비,수원시,"육류,고기요리",경기 수원시 장안구 팔달로271번길 16-16,0507-1455-2128,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_124%2F1592828663930SfoIB_JPEG%2F7JUtjOUCdyGMlzkYq1yFYxLV.jpg
감성타코 비스트로,수원시,"멕시코,남미음식",경기 수원시 팔달구 인계로138번길 22 1층 감성타코 비스트로,031-238-8886,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210715_120%2F1626326065788OBkWt_JPEG%2Fw82LmMnsBuGFmbdjj8q4woFi.jpeg.jpg
국보회관 수원인계동,수원시,소고기구이,경기 수원시 팔달구 효원로291번길 29 1층,0507-1328-3613,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240319_130%2F1710831118012SoSW1_JPEG%2F1705211049478.jpg
패터슨커피,수원시,"카페,디저트",경기 수원시 팔달구 화서문로 33 2층,070-4257-0515,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201110_5%2F1605012964557fz1kn_JPEG%2FvqZQD0WxhZP0KZYWaZ9dB3gl.jpg
열두알우동집,수원시,"우동,소바",경기 수원시 팔달구 정조로801번길 31,031-246-3555,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240330_78%2F1711776851295a5s9n_JPEG%2F9E5C6433-152C-4B37-8021-BA186443D21A_3.jpeg
썬프란시스코마켓,수원시,브런치,경기 수원시 영통구 매영로425번길 18 1층,0507-1339-0080,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240126_240%2F1706244643519yjraq_JPEG%2F09B07111-6D4C-4DEC-AC62-2E875B5B90D3-23815-0000083DD47EF150.jpeg
포시즌키친 광교직영점,수원시,양식,"경기 수원시 영통구 광교호수공원로 277 B2층 249~253, 255 -256호",0507-1322-4378,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240624_13%2F1719194328557BT9lV_JPEG%2FIMG_3243.jpeg
텔온 sk view lake tower 37F,수원시,"카페,디저트",경기 수원시 영통구 법조로 25 광교SK뷰레이크타워 업무시설 A동 3715호,0507-1346-4984,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231223_229%2F1703342259693vgtII_JPEG%2Ftelon_%25C6%25C4%25B6%25F5%25B1%25B8%25B8%25A7_%25C1%25A4%25BB%25E7%25B0%25A2.jpg
생각나는순대국본점,수원시,"순대,순댓국",경기 수원시 장안구 율전로 84 생각나는순대국,0507-1372-2545,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230711_266%2F16890565958188ljQ6_JPEG%2F20230607_205318.jpg
미루꾸커피 스타필드 수원점,수원시,"카페,디저트",경기 수원시 장안구 수성로 175 수원스타필드 3층,0507-1365-6378,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240224_48%2F1708701062046Owvl0_JPEG%2FIMG_9014.jpeg
통일맛집,수원시,이북음식,경기 수원시 팔달구 세지로 411,031-247-2277,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230218_252%2F1676697419870olgh2_JPEG%2F1676697298875.jpg
우솔촌 고색점 본점,수원시,한정식-일반,경기 수원시 권선구 오목천로 127,0507-1332-8827,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240426_258%2F1714098080572mNCvh_PNG%2FKakaoTalk_20240422_192741278.png
다니소바 광교아브뉴프랑점,수원시,일본식라면,경기 수원시 영통구 센트럴타운로 85 아브뉴프랑 아띠존 1층 다니소바,0507-1463-9316,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240527_89%2F1716775002251kT9PS_JPEG%2FXoKK2dXtI9_03.jpg
이영철생오리,수원시,오리요리,경기 수원시 장안구 파장천로 121 1층 독채,0507-1364-5202,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230728_86%2F1690515552749V5oxm_JPEG%2F20230723_104133.jpg
모이세분식 남문점,수원시,종합분식,경기 수원시 팔달구 팔달문로3번길 5,031-245-1189,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240429_85%2F1714398569522nPQpl_JPEG%2FKakaoTalk_20240429_215255138.jpg
옐로우팜 광교직영점,수원시,"과일,주스전문점",경기 수원시 영통구 법조로149번길 140 1층 102호 옐로우팜,0507-1352-0197,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240411_59%2F17128030133001i74D_JPEG%2F%25BF%25BB%25B7%25CE%25BF%25EC%25C6%25CA_%25C7%25D8%25BB%25F3%25B5%25B5_%25C0%25DB%25BE%25F7_%25B4%25EB%25C1%25F6_1.jpg
잭슨빌타운,수원시,양식,경기 수원시 팔달구 정조로905번길 27-16 1층,0507-1366-9494,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240613_274%2F1718234578329gByCU_JPEG%2FwRNhMBpzuc_03.jpg
해상공원횟집,시흥시,생선회,경기 시흥시 오이도로 129 해상공원회집,0507-1369-2694,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240412_131%2F17128994472962WGFh_JPEG%2F5VosT4P5SogWrZjDZdYpyo.jpg
촌놈생고기,시흥시,"육류,고기요리",경기 시흥시 범안로 314 1층,0507-1360-1232,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240305_19%2F17096047078743Hpdw_JPEG%2FSW3_9699.jpg
천하장사냉면굴전문 시흥본점,시흥시,냉면,경기 시흥시 대은로 12-1,031-315-0004,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240531_192%2F1717146906489moyLA_JPEG%2FoQnMnxenK7_03.jpg
스미카츠 본점,시흥시,돈가스,"경기 시흥시 오이도로 237 1,2층 해화로",0507-1362-2467,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240529_32%2F1716984583163WFnSs_JPEG%2FcGpRW5DQFX_02.jpg
조개반장,시흥시,조개요리,경기 시흥시 오이도로 147 경기 시흥시 오이도로 147 2층,0507-1342-8458,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240309_16%2F1709979806687LmtTE_JPEG%2F105cf3ca-ddff-11ee-bfdc-b4055da54a9f_03.jpg
진갈비 장곡점,시흥시,"육류,고기요리",경기 시흥시 장곡로37번길 8 1층,0507-1369-9017,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240524_228%2F1716535073838I11LR_JPEG%2Fja9EntqxFh_03.jpg
레이크우드,시흥시,"카페,디저트","경기 시흥시 동서로 810 1, 2, 3층",0507-1377-4382,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230730_156%2F16906727353948UgKV_JPEG%2F1690464711647.jpg
필로데오스,시흥시,"카페,디저트",경기 시흥시 서울대학로278번길 8 레드b동236.237호,0507-1336-4996,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230925_144%2F1695608930678pVpvM_JPEG%2FKakaoTalk_20230925_104530807_04.jpg
국민생고기 장곡동점,시흥시,"육류,고기요리",경기 시흥시 장곡로37번길 5-3,0507-1498-9296,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220222_177%2F1645528264443sjRFg_JPEG%2FBBB126B7-A83E-4F27-9D86-2D599A992E3D.jpeg
이자카야 우규 시흥은계점,시흥시,이자카야,경기 시흥시 은계번영길 27 1층 113호,010-9595-7500,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240523_44%2F1716434665966ok5lu_JPEG%2FF1ztyCRQSr_03.jpg
정통보리밥집 물왕,시흥시,보리밥,경기 시흥시 동서로857번길 28-13 정통보리밥집,0507-1411-1765,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230218_34%2F167670805088181J92_JPEG%2F20230126_111810.jpg
방파제칼제비,시흥시,"칼국수,만두",경기 시흥시 오이도중앙로 82-1 2층 방파제칼제비,0507-1365-4417,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211217_192%2F16397115669545s69m_JPEG%2FKakaoTalk_20211202_164635355.jpg
마장동생고기 배곧점,시흥시,"육류,고기요리","경기 시흥시 배곧3로 80 1층 119, 120호",0507-1351-9129,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_99%2F1717060209130q4kig_JPEG%2FKakaoTalk_20240530_180907096.jpg
바베큐팩토리 거북섬점,시흥시,"육류,고기요리",경기 시흥시 거북섬서로 45 MTV 유통 2제 2종근생,0507-1469-5121,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240613_213%2F1718249962575Jj3FG_JPEG%2F24.06.12_%25C6%25C7%25B8%25C5%25B5%25BF_%25BB%25E7%25C1%25F8.jpg
소풍 곤드레밥 무한리필,시흥시,한식,경기 시흥시 동서로811번길 18 소풍 곤드레밥 무한리필,0507-1497-1230,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_188%2F1671499036358OgL4K_JPEG%2FB20FD1A9-FE8D-40FD-A541-A542BBDCF315.jpeg
강릉해변메밀막국수 시흥광석점,시흥시,막국수,경기 시흥시 동서로 706-50,031-318-8780,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230328_205%2F1679981402061JkD4l_JPEG%2F20230328_142834.jpg
발해짬뽕 본점,시흥시,중식당,경기 시흥시 은계로338번길 30 발해빌딩1층 발해짬뽕 본점,031-504-1223,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230403_137%2F1680507913126Vv3aF_JPEG%2F787D7BD7-A914-485F-8344-735779DBAD73.jpeg
천수산,시흥시,"장어,먹장어요리",경기 시흥시 동서로 694-1,031-485-1573,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_113%2F1441010549640Q1xxP_JPEG%2F12065980_0.jpg
해상공원횟집,시흥시,생선회,경기 시흥시 오이도로 129 해상공원회집,0507-1369-2694,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240412_131%2F17128994472962WGFh_JPEG%2F5VosT4P5SogWrZjDZdYpyo.jpg
서운칼국수전문점,시흥시,"칼국수,만두",경기 시흥시 시흥대로 248-8,031-498-7423,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190120_23%2F154791110741125DNG_JPEG%2FjBvXNQcLAUwghrHvBQ4G1-Rv.jpg
선식당 시흥점,시흥시,양식,경기 시흥시 승지로69번길 8-6,031-315-4499,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240306_292%2F1709705589960wnxAT_JPEG%2F20240228_154446.jpg
