,Order,Destination,Address,Tag,DriveCourseID,PlaceID,latitude,longitude,LocalID,WithID,ViewID,ActiveID
339,3,강구항,경상북도 영덕군 강구면 강구리 253-51,#강구대게거리 #강구항 #경상권 #관광지 #대게거리 #드라마촬영지 #영덕대게 #자연 #항구,DC062,P340,36.3587601610828,129.391281313436,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
340,4,영덕해맞이공원,경상북도 영덕군 영덕읍 영덕대게로 968,#2024_여행가는달과함께하는_발도장여행지 #경상권 #경치좋은곳 #관광지 #데이트코스 #바다풍경 #연인과함께 #연중무휴 #영덕블루로드 #영덕해맞이공원 #자연속으로 #자연좋은곳 #자연풍경 #자연환경 #전망좋은곳 #창포말등대 #해맞이공원 #해맞이여행,DC062,P341,36.4221012996321,129.433050463442,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
341,5,영덕 대소산 봉수대,경상북도 영덕군 축산면 도곡리 산 20,#경상권 #경상북도기념물 #관광지 #봉수대 #역사 #역사여행 #영덕관광 #영덕여행 #일출명소 #조선시대,DC062,P342,36.5179864579421,129.431863715895,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
342,6,죽도산,경상북도 영덕군 강구면 강구대게길 47-1,#대게코스요리 #대게탕 #대게회 #맛집 #생선매운탕담백한_맛 #연중무휴 #영덕대게 #영덕맛집 #음식 #죽도산,DC062,P343,36.3590738875393,129.385135633312,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
343,7,영덕해맞이공원,경상북도 영덕군 영덕읍 영덕대게로 968,#2024_여행가는달과함께하는_발도장여행지 #경상권 #경치좋은곳 #관광지 #데이트코스 #바다풍경 #연인과함께 #연중무휴 #영덕블루로드 #영덕해맞이공원 #자연속으로 #자연좋은곳 #자연풍경 #자연환경 #전망좋은곳 #창포말등대 #해맞이공원 #해맞이여행,DC062,P344,36.4221012996321,129.433050463442,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
344,8,영덕 대소산 봉수대,경상북도 영덕군 축산면 도곡리 산 20,#경상권 #경상북도기념물 #관광지 #봉수대 #역사 #역사여행 #영덕관광 #영덕여행 #일출명소 #조선시대,DC062,P345,36.5179864579421,129.431863715895,LC006,WT003,"VW001, VW002, VW003, VW004",AC005
345,1,청풍문화재단지,충청북도 제천시 청풍면 청풍호로 2048,#2024_여행가는달과함께하는_발도장여행지 #관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사유적지 #역사이야기 #역사탐방 #역사탐험 #청풍문화재단지 #충청권,DC063,P346,37.0040483199984,128.173382821203,LC003,"WT001, WT002","VW001, VW004","AC001, AC002, AC004"
346,2,제천 의림지와 제림,충청북도 제천시 의림지로 33,#2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #가족여행 #관광지 #생태관광지 #의림지 #자연 #자연좋은곳 #제천가볼만한곳 #제천의림지 #제천의림지와제림 #충청권 #휴양여행 #힐링 #힐링여행,DC063,P347,37.1741242829469,128.208048667724,LC003,"WT001, WT002","VW001, VW004","AC001, AC002, AC004"
347,3,금월봉,충청북도 제천시 금성면 월굴리,#관광지 #금월봉 #기암괴석 #드라마촬영지 #등산 #산 #영화촬영지 #제천 #제천금월봉 #충청권 #트레킹,DC063,P348,37.0466157272653,128.164352140906,LC003,"WT001, WT002","VW001, VW004","AC001, AC002, AC004"
348,4,수몰역사관,충청북도 제천시 청풍면 청풍호로 2048,#가족여행 #문화시설 #수몰역사관 #아이와함께 #역사속 #역사속으로 #역사이야기 #역사탐험 #체험학습 #충청권,DC063,P349,37.0040483199984,128.173382821203,LC003,"WT001, WT002","VW001, VW004","AC001, AC002, AC004"
349,1,천곡황금박쥐동굴,강원특별자치도 동해시 동굴로 50,#가족여행 #강원웰니스관광지 #걷기여행 #관광지 #동해웰니스관광 #미세먼지탈출_이색동굴여행 #아이와함께 #여름방학가볼만한곳 #여름피서지 #연인과함께 #웰니스관광 #자연 #자연좋은곳 #천곡동굴 #천곡천연동굴 #천곡황금박쥐동굴 #체험학습 #친구와함께 #피서여행,DC064,P350,37.5175192036532,129.110476341539,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC002, AC004, AC005"
350,2,해가사의 터,강원특별자치도 삼척시 수로부인길 401,#강원권 #강원도관광지 #관광지 #바다산책 #바다전망 #바다풍경 #바다향기로 #산책하기 #삼척해수욕장 #역사 #역사속으로 #역사이야기 #역사탐험 #연인과함께 #연중무휴 #일출,DC064,P351,37.4733828082223,129.162827807179,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC002, AC004, AC005"
351,3,부흥횟집,강원특별자치도 동해시 일출로 93,#강원맛집 #대구_매운탕·맑은탕 #맛집 #모둠회 #물회 #복_매운탕·맑은탕 #부흥횟집 #음식 #회덮밥 #횟집,DC064,P352,37.5521039301128,129.117976095594,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC002, AC004, AC005"
352,4,동해 해암정,강원특별자치도 동해시 촛대바위길 19,#가족여행 #강원권 #강원도유형문화재 #관광지 #북평해암정 #역사 #역사공부 #역사관광 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사속으로 #역사여행 #역사유적 #역사이야기 #역사탐험,DC064,P353,37.4790584,129.159095,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC002, AC004, AC005"
353,5,추암 촛대바위,강원특별자치도 동해시 추암동,#2024_여행가는달과함께하는_발도장여행지 #강원권 #강원도_여행지_추천 #관광지 #명소 #산불피해지역 #자연 #추암촛대바위 #풍경,DC064,P354,37.4706409837437,129.149990688796,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004","AC002, AC004, AC005"
354,1,안성 미리내마을,경기도 안성시 양성면 미산1길 2,#가족과함께 #경기권 #관광지 #농촌마을 #농촌여행 #서울근교여행 #안성미리내마을 #전통체험마을 #체험 #팜스테이 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC065,P355,37.1385847968429,127.258620744764,LC001,"WT001, WT002, WT004","VW001, VW004, VW006, VW008","AC001, AC004"
355,2,쌍미륵사와 기솔리석불입상,경기도 안성시 삼죽면 텃골길 105,#경기권 #경기도유형문화재 #관광지 #기솔리석불입상 #사찰여행 #서울근교여행 #쌍미륵사 #안성가볼만한곳 #안성명소 #안성쌍미륵사 #역사 #역사공부 #역사관광지 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험,DC065,P356,37.0676395767758,127.343420671027,LC001,"WT001, WT002, WT004","VW001, VW004, VW006, VW008","AC001, AC004"
356,3,안성허브마을,경기도 안성시 삼죽면 국사봉로 641-14,#가족여행 #가족체험여행 #관광지 #기념품판매 #사계절 #산업관광 #산업관광지 #수도권 #아이와함께 #안성허브마을 #자연좋은곳 #체험 #추억여행 #친구와함께 #특산물 #허브 #허브마을 #힐링 #힐링공간,DC065,P357,37.0650487361482,127.358078600018,LC001,"WT001, WT002, WT004","VW001, VW004, VW006, VW008","AC001, AC004"
357,1,설봉공원,경기도 이천시 경충대로2709번길 128,#가족과함께 #가족여행 #걷기길 #걷기여행 #관광지 #데이트코스 #드라마촬영지 #문화관광해설사 #사계절 #산책 #산책코스 #서울근교여행 #설봉공원 #수도권 #연인과함께 #이천가볼만한곳 #이천설봉공원 #이천여행 #자연좋은곳 #전시관 #추억여행 #피크닉 #힐링,DC066,P358,37.2796682396016,127.427867877488,LC001,"WT001, WT002, WT003, WT004","VW001, VW004, VW008","AC001, AC002, AC003, AC004"
358,2,이천 산수유마을,경기도 이천시 백사면 원적로775번길 17,#경기권 #관광지 #농촌마을 #농촌여행 #농촌체험 #농촌체험마을 #농촌체험여행 #데이트코스 #명소 #산수유나무 #산수유마을 #서울근교여행 #아이와함께 #연인과함께 #이천 #이천가볼만한곳 #이천산수유마을 #체험 #체험마을,DC066,P359,37.3407759410976,127.462295543478,LC001,"WT001, WT002, WT003, WT004","VW001, VW004, VW008","AC001, AC002, AC003, AC004"
359,3,이천시립월전미술관,경기도 이천시 경충대로2709번길 185,#나들이 #데이트코스 #문화시설 #미술관 #박물관 #수도권 #실내여행지 #아이와함께 #연인과함께 #예술 #이천가볼만한곳 #이천설봉공원 #이천시립월전미술관 #전시관 #체험학습 #친구와함께 #힐링,DC066,P360,37.2801665635928,127.424047151946,LC001,"WT001, WT002, WT003, WT004","VW001, VW004, VW008","AC001, AC002, AC003, AC004"
360,4,도예공방 들꽃마을,경기도 이천시 신둔면 도자예술로5번길 95,#가족과함께 #경기권 #공예체험 #공예품 #관광지 #도예공방 #도예공방들꽃마을 #도자기 #도자기공방 #도자기체험 #들꽃마을 #서울근교여행 #아이와함께 #전통공예 #체험 #체험프로그램 #한국도자기,DC066,P361,37.2935263525866,127.386245731283,LC001,"WT001, WT002, WT003, WT004","VW001, VW004, VW008","AC001, AC002, AC003, AC004"
361,1,땅끝관광지,전라남도 해남군 송지면 땅끝마을길 60-28,#가족과함께 #가족여행 #가족체험 #가족휴양 #경치좋은곳 #관광지 #땅끝 #땅끝관광지 #땅끝모노레일 #땅끝탑 #바다풍경 #아이와함께 #연인과함께 #자연좋은곳 #자연환경 #전라권 #친구와함께,DC067,P362,34.296805235078,126.527695800084,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006",AC004
362,2,고산 윤선도 유적지,전라남도 해남군 해남읍 녹우당길 135,#가족여행 #관광지 #교과서속여행 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험 #전라권,DC067,P363,34.5510166786727,126.621924736877,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006",AC004
363,3,우항리 공룡화석 자연사유적지,전라남도 해남군 황산면 공룡박물관길 234,#가족과함께 #공룡화석 #관광지 #교육여행 #아이가_좋아하는_여행 #아이와함께 #역사속으로 #역사이야기 #우항리공룡화석유적지 #우항리자연사유적지 #자연 #전남우항리공룡화석유적지 #해남공룡화석유적지 #해남공룡화석자연사유적지,DC067,P364,34.5890886656765,126.44283212925,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006",AC004
364,4,대흥사 [유네스코 세계유산],전라남도 해남군 삼산면 대흥사길 400,#가족여행 #관광지 #교과서속여행 #대흥사 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #산사 #세계문화유산 #아이와함께 #역사 #역사유적지 #유네스코세계문화유산 #자연좋은곳 #전통역사문화체험 #천년고찰 #친구와함께 #템플스테이 #한국불교 #해남대흥사 #해남명소 #해남여행,DC067,P365,34.4771463089206,126.616627540836,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006",AC004
365,1,화진포 (강원평화지역 국가지질공원),강원특별자치도 고성군 거진읍 현내면,#가을동화촬영지 #가족여행 #강원권 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #친구와함께 #화진포해변 #힐링,DC068,P366,38.4822126,128.436079,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
366,2,"죽정분교(구,죽정초등학교)",강원특별자치도 고성군 현내면 모정2길 2,#강원권 #관광지 #레트로여행 #몽당분교 #오토캠핑 #오토캠핑장 #죽정초등학교 #체험 #추억여행 #캠핑장 #폐교 #행복한추억 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC068,P367,38.4703697781014,128.419735610465,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
367,3,"죽정분교(구,죽정초등학교)",강원특별자치도 고성군 현내면 모정2길 2,#강원권 #관광지 #레트로여행 #몽당분교 #오토캠핑 #오토캠핑장 #죽정초등학교 #체험 #추억여행 #캠핑장 #폐교 #행복한추억 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC068,P368,38.4703697781014,128.419735610465,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
368,4,고성 왕곡마을,강원특별자치도 고성군 왕곡마을길 41,#가족여행 #강원도_여행지_추천 #고성왕곡마을 #관광지 #기차여행 #나들이 #데이트코스 #마을축제 #서울근교여행 #아이와함께 #역사 #연인과함께 #이색체험 #자연좋은곳 #전통가옥 #체험학습 #친구와함께 #한옥,DC068,P369,38.3406178951909,128.499306564353,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
369,5,대진항,강원특별자치도 고성군 현내면 대진항길,#가족과함께 #강원권 #경치여행 #경치좋은곳 #관광지 #대진항 #바다 #바다경치 #연인과함께 #자연 #자연좋은곳 #자연환경 #풍경 #휴식여행,DC068,P370,38.4988533,128.42623,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
370,6,가진항,강원특별자치도 고성군 죽왕면 가진해변길 121-12,#가족과함께 #가진항 #가진해변 #강원권 #강원도_여행지_추천 #고성바다 #관광지 #바다 #바다경치 #바다내음 #어촌마을 #자연 #자연좋은곳 #자연환경 #풍경 #휴식여행 #힐링 #힐링영행,DC068,P371,38.3676793478759,128.511122377381,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
371,7,가진항,강원특별자치도 고성군 죽왕면 가진해변길 121-12,#가족과함께 #가진항 #가진해변 #강원권 #강원도_여행지_추천 #고성바다 #관광지 #바다 #바다경치 #바다내음 #어촌마을 #자연 #자연좋은곳 #자연환경 #풍경 #휴식여행 #힐링 #힐링영행,DC068,P372,38.3676793478759,128.511122377381,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
372,8,고성 왕곡마을,강원특별자치도 고성군 왕곡마을길 41,#가족여행 #강원도_여행지_추천 #고성왕곡마을 #관광지 #기차여행 #나들이 #데이트코스 #마을축제 #서울근교여행 #아이와함께 #역사 #연인과함께 #이색체험 #자연좋은곳 #전통가옥 #체험학습 #친구와함께 #한옥,DC068,P373,38.3406178951909,128.499306564353,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
373,9,대진항,강원특별자치도 고성군 현내면 대진항길,#가족과함께 #강원권 #경치여행 #경치좋은곳 #관광지 #대진항 #바다 #바다경치 #연인과함께 #자연 #자연좋은곳 #자연환경 #풍경 #휴식여행,DC068,P374,38.4988533,128.42623,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
374,10,화진포 (강원평화지역 국가지질공원),강원특별자치도 고성군 거진읍 현내면,#가을동화촬영지 #가족여행 #강원권 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #친구와함께 #화진포해변 #힐링,DC068,P375,38.4822126,128.436079,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW007","AC001, AC003, AC004"
375,1,천학정/문암포구,강원특별자치도 고성군 천학정길 10,#TV속촬영지 #강원권 #고성가볼만한곳 #관광지 #동해기암괴석 #동해바다 #동해안 #동해안정자 #동해일출명소 #문암포구 #바다 #역사 #역사공부 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험 #일출일몰명소 #자연 #천학정 #풍경,DC069,P376,38.2888947856028,128.548002172586,LC002,,"VW001, VW002, VW003, VW004","AC002, AC004"
376,2,오대산 선재길,강원특별자치도 평창군 진부면 오대산로 374-8,#2024_여행가는달과함께하는_발도장여행지 #강원권 #걷기여행 #레포츠 #산림욕 #오대산선재길 #자연,DC069,P377,37.731678119228,128.593136604201,LC002,,"VW001, VW002, VW003, VW004","AC002, AC004"
377,3,송지호 해안 서낭바위 (강원평화지역 국가지질공원),강원특별자치도 고성군 죽왕면,#강원국가지질공원 #강원권 #관광지 #국가지질공원 #송지호 #송지호해안 #자연 #자연관광지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #지질공원 #지질명소 #지질유산 #풍경 #한탄강_국가지질공원,DC069,P378,38.3287596789224,128.525205848883,LC002,,"VW001, VW002, VW003, VW004","AC002, AC004"
378,1,지경리해변,강원특별자치도 양양군 현남면 동해대로 62,#가족여행 #강원권 #강원권반려동물여행지 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #바다풍경 #반려동물동반여행지 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #자연 #자연좋은곳 #지경리해변 #체험학습 #친구와함께 #힐링,DC070,P379,37.9204654786446,128.803323605226,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
379,2,입암메밀타운,강원특별자치도 양양군 현남면 화상천로 155,#막국수 #맛집 #메밀막국수 #물막국수 #비빔막국수 #수육 #양양군 #양양군메밀맛집 #양양막국수맛집 #양양수육맛집 #음식,DC070,P380,37.9246289669757,128.777144356072,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
380,3,휴휴암(강원),강원특별자치도 양양군 현남면 광진2길 3-16,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #관광지 #불교 #불교문화 #사찰 #사찰여행 #양양여행 #역사 #자연좋은곳 #자연풍경 #자연환경 #전통사찰 #종교 #친구와함께 #한국불교 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳 #휴휴암,DC070,P381,37.9610517200998,128.767348227597,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
381,4,죽도정&죽도 전망대,강원특별자치도 양양군 현남면 인구리 1-1,#관광지 #자연 #죽도 #죽도전망대 #죽도정,DC070,P382,37.9716171011767,128.763219294053,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
382,5,남애어촌체험마을,강원특별자치도 양양군 현남면 매바위길 127,#고래사냥촬영지 #관광지 #아이와함께 #양양배낚시 #어촌마을 #어촌체험마을 #영화촬영지 #이색체험 #자연마을 #자연속으로 #자연여행 #자연좋은곳 #자연환경 #체험 #체험프로그램 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC070,P383,37.9445238673872,128.786136097642,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
383,6,"남애해변(남애1, 3리)",강원도 양양군 현남면 광진리,#강원권 #경치좋은곳 #관광지 #남애해변 #바다풍경 #여름피서지 #연인과함께 #자연 #자연좋은곳 #친구와함께 #힐링여행,DC070,P384,37.9584630043179,128.763200941762,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
384,7,하조대 무인등대,강원특별자치도 양양군 현북면 조준길 99,#경치여행 #관광지 #바다경치 #바다내음 #사진찍기 #사진찍기좋은곳 #사진촬영 #양양가볼만한곳 #양양등대 #양양여행 #일출일몰명소 #자연 #자연좋은곳 #자연풍경,DC070,P385,38.0210985753205,128.734896787574,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
385,1,독일마을,경상남도 남해군 독일로 89-7,##19_20한국관광100선 #19_20한국관광100선 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #경상권 #관광지 #교과서속여행 #기차여행 #나들이 #데이트코스 #독일마을 #사진찍기좋은곳 #아이와함께 #연인과함께 #이색체험 #체험학습 #친구와함께 #한국관광100선 #힐링,DC071,P386,34.8000723245094,128.038548474215,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
386,2,남해 금산 봉수대,경상남도 남해군 상주면 보리암로 691,#경상권 #경상남도기념물 #관광지 #금산봉수대 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험,DC071,P387,34.7515830721386,127.980677714889,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
387,3,금산 보리암(남해),경상남도 남해군 상주면 보리암로 665,#2023_설날_소원 #2024_여행가는달과함께하는_발도장여행지 #가족여행 #관광지 #금산보리암 #불교 #불교문화 #사찰 #사찰&산사 #사찰여행 #아이와함께 #역사 #역사유적지 #자연좋은곳 #전망좋은곳 #전통&역사문화체험 #전통사찰 #종교 #친구와함께 #한국불교,DC071,P388,34.7538486517807,127.982994555829,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
388,4,해사랑전복마을,경상남도 남해군 미조면 미송로 193,#남녀노소 #남해맛집 #맛집 #보양식 #음식 #전복구이 #전복죽 #전복죽맛집 #전복죽전망_좋은 #전복회 #활전복죽,DC071,P389,34.7075078373772,128.036893732708,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
389,5,원예예술촌,경상남도 남해군 삼동면 예술길 39,#INFP상상여행 #걷기길 #경상권 #관광지 #꽃여행 #데이트코스 #산책 #산책코스 #아무것도_하지않을_자유_비움여행 #연인과함께 #원예예술촌 #자연 #정원 #휴양여행 #힐링,DC071,P390,34.803789173474,128.036222699537,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
390,6,창선교와 원시어업 죽방렴,경상남도 남해군 삼동면 지족리,#가족과함께 #건축물 #경치좋은곳 #관광지 #남해바다 #다리 #바다내음 #어업 #역사이야기 #원시어업 #죽방렴 #지족해협 #창선교 #해협,DC071,P391,34.8220852719229,127.998756688791,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
391,7,상주은모래비치,경상남도 남해군 상주면 상주로 17,#가족여행 #관광지 #남해여행 #남해해수욕장 #바다풍경 #상주은모래비치 #아이와함께 #여름방학가볼만한곳 #여름여행 #여름휴가 #연인과함께 #은모래 #은모래비치 #자연 #친구와함께 #피서여행 #한려해상국립공원 #해수욕장,DC071,P392,34.7216222818227,127.988434607732,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW007","AC001, AC002, AC003, AC004, AC005, AC006"
392,1,모래시계공원,강원특별자치도 강릉시 강동면 헌화로 990-1,#가족여행 #강원권 #걷기길 #관광지 #모래시계공원 #산책길 #산책하기 #산책하기좋은곳 #아이와함께 #연중무휴 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC072,P393,37.686941889953,129.037595775542,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
393,2,등명낙가사(강릉),강원특별자치도 강릉시 강동면 괘방산길 16,#관광지 #불교 #불교사찰 #사찰 #사찰여행 #역사 #역사공부 #역사관광지 #역사문화재 #역사속 #역사속으로 #역사유적지 #역사이야기 #역사탐험 #한국불교,DC072,P394,37.7116741682665,129.006831712005,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
394,3,썬크루즈 테마공원,강원특별자치도 강릉시 강동면 헌화로 950-39,#가족여행 #강원권 #경치좋은곳 #관광지 #바다경치 #바다뷰공원 #바다풍경 #비치크루즈 #썬크루즈리조트 #썬크루즈테마공원 #이색체험 #전망좋은곳 #정동진조각공원 #정동진해돋이공원 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC072,P395,37.6840618733503,129.041904515543,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
395,4,강릉 통일공원,강원특별자치도 강릉시 율곡로 1715-38 통일안보전시관,#강릉가볼만한곳 #강릉통일공원 #강원권 #관광지 #바다풍경 #아이와함께 #안보여행 #역사공부 #역사유적지 #역사탐방 #전시관 #체험학습 #통일공원,DC072,P396,37.7219966159542,128.999057130064,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
396,5,하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #강릉여행 #강원권 #강원권반려동물여행지 #관광지 #데이트코스 #미술관 #반려동물동반여행지 #복합문화공간 #산책길 #산책하기좋은곳 #연인과함께 #열린문화공간 #예술창작 #이색체험 #전망대 #전시관 #정동진 #종합예술 #친구와함께 #하슬라아트월드,DC072,P397,37.7054583826871,129.007843904557,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
397,6,정동진해변,강원특별자치도 강릉시 강동면 정동역길 17,#강원_가볼만한곳 #강원권 #강원도_여행지_추천 #관광지 #바다내음 #바다풍경 #바다풍경여행 #여름여행 #여름휴가 #연인과함께 #연중무휴 #자연 #정동진가볼만한곳 #정동진역 #정동진해변 #힐링여행,DC072,P398,37.6913398885234,129.03282949125,LC002,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC002, AC004"
398,1,단양 향산리 삼층석탑,충청북도 단양군 향산1길 24 향산리삼층석탑,#가족여행 #관광지 #단양향산리삼층석탑 #보물 #역사 #역사공부 #역사관광 #역사관광지 #역사관광지 #역사를품은곳 #역사문화 #역사문화재 #역사속 #역사속으로 #역사여행 #역사이야기 #역사탐험 #역사투어 #충청권,DC073,P399,37.0542579196826,128.417729757478,LC003,"WT001, WT002, WT005","VW001, VW004, VW006, VW008","AC001, AC004, AC005, AC006"
399,2,온달관광지,충청북도 단양군 영춘면 온달로 23,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #관광지 #남녀노소 #단양가볼만한곳 #단양드라마촬영장 #단양온달관광지 #드라마촬영장 #바보온달 #사진찍기좋은곳 #아이와함께 #역사속으로 #역사탐험 #온달관광지 #온달동굴 #온달드라마세트장 #온달산성 #온달평강사랑이야기 #이색체험 #평강공주,DC073,P400,37.0629552611025,128.492923305038,LC003,"WT001, WT002, WT005","VW001, VW004, VW006, VW008","AC001, AC004, AC005, AC006"
400,3,구인사(단양),충청북도 단양군 영춘면 구인사길 73,#2024_여행가는달과함께하는_발도장여행지 #관광지 #구인사(단양) #구인사대법당 #구인사법어비 #나홀로여행 #단양구인사 #단양단풍구경 #단양사찰 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #산사 #소백산 #숙박대전_가볼만한곳 #숙박대전_추천기사 #역사 #연중무휴 #자연좋은곳 #천태종총본산 #충청권 #콘크리트사찰 #한국불교 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳 #힐링,DC073,P401,37.0318294335311,128.480804968056,LC003,"WT001, WT002, WT005","VW001, VW004, VW006, VW008","AC001, AC004, AC005, AC006"
